"","raz_social","X","id","nom_estab","codigo_act","nombre_act","per_ocu","tipo_vial","nom_vial","tipo_v_e_1","nom_v_e_1","tipo_v_e_2","nom_v_e_2","tipo_v_e_3","nom_v_e_3","numero_ext","letra_ext","edificio","edificio_e","numero_int","letra_int","tipo_asent","nomb_asent","tipoCenCom","nom_CenCom","num_local","cod_postal","cve_ent","entidad","cve_mun","municipio","cve_loc","localidad","ageb","manzana","telefono","correoelec","www","tipoUniEco","latitud","longitud","fecha_alta","ctarfc"
"200","HOTEL PREMIER SA",537,6304308,"HOTEL PREMIER",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","ATENAS","CALLE","GENERAL PRIM","CALLE","MILÁN","CALLE","ATENAS",72,"","","",0,"SN","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","856",17,NA,"SELENE.CANIZAL@OAMYASOCIADOS.COM","","Fijo",19.43127713,-99.15658637,"2010-07","HPR620601QU3"
"201","HOTEL PRINCIPAL SC DE RL",541,6325017,"HOTEL PRINCIPAL",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","BOLIVAR","CALLE","FRANCISCO I. MADERO","CALLE","16 DE SEPTIEMBRE","CALLE","FRAY PEDRO DE GANTE",29,"","","",0,"","COLONIA","CENTRO (ÁREA 2)","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","767",4,5545084504,"","WWW.HOTELPRINCIPAL.COM","Fijo",19.43290934,-99.13848373,"2010-07","HPR411217KS9"
"202","HOTEL PRO HOGAR SA DE CV",543,6325190,"HOTEL PRO HOGAR",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","17","CALLE","CENTRAL SUR","CALLE","24","CALLE","15",104,"","","",NA,"","COLONIA","PRO HOGAR","","","",2600,9,"CIUDAD DE MÉXICO",2,"Azcapotzalco",1,"Azcapotzalco","415",16,NA,"HPROGAR@HOTMAIL.COM","","Fijo",19.47419353,-99.14980351,"2010-07","HPH970106HW5"
"203","HOTEL QUINTA AVENIDA DE LA CDMX SA DE CV",476,6325244,"HOTEL NIZA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","ISABEL LA CATOLICA","CALLE","MESONES","CALLE","REGINA","CALLEJON","PRIMER DE MESONES",88,"","EDIFICIO SIN NOMBRE","PLANTA BAJA",NA,"","COLONIA","CENTR0","","","",6090,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","894",5,NA,"","","Fijo",19.42840087,-99.13697811,"2010-07","HQA171107EA4"
"204","HOTEL QUINTA RUBI SA",550,6323839,"HOTEL QUINTA RUBI",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CARRETERA","FEDERAL A CUERNAVACA","CALLE","ORQUÍDEA","CALLE","FLOR SILVESTRE","CALLE","ORQUÍDEA",5813,"","","",NA,"","COLONIA","SAN PEDRO CHIMALCOYOTL","","","",14630,9,"CIUDAD DE MÉXICO",12,"Tlalpan",1,"Tlalpan","1744",40,NA,"HOTELQUINTARUBI@HOTMAL.COM","","Fijo",19.2620888,-99.1741726,"2010-07","HQR750922FYA"
"205","HOTEL REC SA DE CV",279,6305215,"HOTEL ESCORIAL",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","CALLEJON HORMIGUERO","CALLE","ESCUELA MÉDICO MILITAR","CALLE","SAN MIGUEL","AVENIDA","JOSÉ MARÍA IZAZAGA",4,"","","",NA,"","COLONIA","CENTRO","","","",6090,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","979",6,NA,"HESCORIAL@HOTMAIL.COM","","Fijo",19.42431091,-99.13113001,"2010-07","HRE131203HA8"
"206","HOTEL REC SA DE CV",558,6305214,"HOTEL RECREO",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","CALLEJÓN HORMIGUERO","CALLE","SAN MIGUEL","CALLE","ESCUELA MÉDICO MILITAR","AVENIDA","FRAY SERVANDO TERESA DE MIER",12,"","","",0,"","COLONIA","CENTRO","","","",6090,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","979",6,NA,"HRECREO@HOTMAIL.COM","","Fijo",19.42436074,-99.13156021,"2010-07","HRE131203HA8"
"207","HOTEL RIBADAVIA SA DE CV",569,6258409,"HOTEL RIBADAVIA",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","RICHARD WAGNER","CALLE","EDUARDO GRIEG","CALLE","FELIPE PEDRELL","CALLE","FLORENCIO CONSTANTINO",6,"","","",NA,"","COLONIA","EX HIPODROMO DE PERALVILLO","","","",6250,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","150",11,NA,"","","Fijo",19.45475781,-99.13252986,"2012-06","HRI110201BP7"
"208","HOTEL RIVA PALACIO SA DE CV",575,6325045,"HOTEL RIVA PALACIO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","PEDRO MORENO","CALLE","RIVA PALACIO","EJE VIAL","CENTRAL (LAZARO CARDENAS)","CALLE","VIOLETA",14,"","","",NA,"","COLONIA","GUERRERO","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","063A",10,NA,"","","Fijo",19.4408672,-99.14056702,"2010-07","HRP6706246D5"
"209","HOTEL ROSAS MORENO SA DE CV",581,6325382,"HOTEL ROSAS MORENO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","JOSE ROSAS MORENO","CALLE","GUILLERMO PRIETO","CALLE","ALFONSO HERRERA","CALLE","MIGUEL SCHULTZ",68,"","","",NA,"","COLONIA","COLONIA SAN RAFAEL","","","",6470,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","697",16,NA,"FACTURACION.ROSASMORENO@GMAIL.COM","","Fijo",19.43813349,-99.16143634,"2010-07","HRM920221VC7"
"210","HOTEL ROYAL PLAZA SA DE CV",337,6258142,"HOTEL HOLIDAY INN PLAZA UNIVERSIDAD",721111,"Hoteles con otros servicios integrados","101 a 250 personas","EJE VIAL","1 PONIENTE (AVENIDA CUAUHTÉMOC)","CALLE","LAS FLORES","CALLE","PARROQUIA","CALLE","BENITO JUÁREZ",1361,"","","",0,"","COLONIA","SANTA CRUZ ATOYAC","","","",3310,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","083A",3,NA,"","WWW.HIPLAZAUNIVERSIDAD.COM","Fijo",19.36771989,-99.16255119,"2010-07","HRP880129QX5"
"211","HOTEL RUVAL SA DE CV",591,6325022,"HOTEL SAN JUAN",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","DOCTOR VALENZUELA","AVENIDA","DOCTOR RIO DE LA LOZA","CALLE","DOCTOR RUIZ","CALLE","DOCTOR RUÍZ",40,"","","",0,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1036",23,NA,"","","Fijo",19.42449658,-99.14335292,"2010-07","HRU790718NGA"
"212","HOTEL SAN DIEGO SA DE CV",589,6305102,"HOTEL SAN DIEGO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","LUIS MOYA","CALLE","ERNESTO PUGIBET","CALLE","DELICIAS","CALLE","BUEN TONO",98,"","","",0,"","COLONIA","CENTRO","","","",6070,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","875",1,NA,"GERENCIA@HOTELSANDIEGO.COM.MX","WWW.HOTELSANDIEGO.COM.MX","Fijo",19.42894951,-99.14574507,"2010-07","HSD7103169Q9"
"213","HOTEL SANTA LUCIA SA DE CV",516,6325173,"HOTEL PLANET",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","EMILIO CARRANZA","CALLE","ORIENTE 162","CALLE","ORIENTE 164","CALLE","ORIENTE 162",209,"","","",0,"","COLONIA","MOCTEZUMA 2 SECCION","","","",15530,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","653",13,NA,"HPLANETDF@HOTMAIL.COM","","Fijo",19.43095164,-99.09784972,"2010-07","HSL980610RL3"
"214","HOTEL SANTA MARIA SA DE CV",599,6325223,"HOTEL SANTA MARIA SA DE CV",721111,"Hoteles con otros servicios integrados","6 a 10 personas","CALLE","Manuel Carpio","CALLE","Doctor Enrique González Martínez","CALLE","Doctor Atl","CALLE","Salvador Díaz Mirón",82,"","","",0,"","COLONIA","SANTA MARIA LA RIBERA","","","",6400,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","485",1,NA,"HOTELSANTAMARIA2000@GMAIL.COM","","Fijo",19.4503047,-99.15551299,"2010-07","HSM001211UT3"
"215","HOTEL SANTANDER SA DE CV",600,9274650,"HOTEL SANTANDER",721111,"Hoteles con otros servicios integrados","0 a 5 personas","CALLE","ARISTA","CALLE","VIOLETA","CALLE","MINA","CALLE","JUAN ALDAMA",NA,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","610",23,NA,"HOTELSANTANDER@GMAIL.COM","","Fijo",19.44154122,-99.15068085,"2020-11","HSA700716U35"
"216","HOTEL SAVOY DE MEXICO SA DE CV",602,6325237,"HOTEL SAVOY",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","ZARAGOZA","CALLE","LUNA","CALLE","ESTRELLA","CALLE","JUAN ALDAMA",10,"","","",0,"","COLONIA","GUERRERO","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",19,NA,"SAVOHOTSACV@HOTMAIL.COM","","Fijo",19.43851868,-99.15052514,"2010-07","HSM8808103T3"
"217","HOTEL SORA SA DE CV",301,6317023,"HOTEL FOUR POINTS BY SHERATON MÉXICO CITY COL ROMA",721111,"Hoteles con otros servicios integrados","51 a 100 personas","AVENIDA","ÁLVARO OBREGÓN","CALLE","FRONTERA","CALLE","MÉRIDA","CALLE","CHIHUAHUA",38,"","","",0,"","COLONIA","ROMA NORTE","","","",6700,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1110",25,NA,"GUILLERMO.BERMUDEZ@FOURPOINTSMXROMA.COM","WWW.FOURPOINTSMX.COM","Fijo",19.41867247,-99.1566234,"2010-07","HSO040312CB0"
"218","HOTEL SUITES SAN MARINO SA DE CV",625,6304348,"HOTEL SUITES SAN MARINO",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","2 PONIENTE (RÍO TÍBER)","CALLE","RÍO PÁNUCO","CALLE","RÍO LERMA","CALLE","RÍO EBRO",107,"","","",0,"","COLONIA","CUAUHTÉMOC","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","822",16,NA,"ASISTENTE.ADMIN@EUROSTARSZONAROSASUITES.COM","WWW.EXESUITESSANMARINO.COM","Fijo",19.42878674,-99.16870467,"2010-07","HSS051013B49"
"219","HOTEL TURISMO DE MEXICO SA DE CV",646,6325776,"HOTEL TURISMO DE MÉXICO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","DELIBES","EJE VIAL","3 NORTE (CUITLAHUAC)","CALLE","GODARD","CALLE","DEBUSSY",4439,"","","",NA,"","COLONIA","GUADALUPE VICTORIA","","","",7790,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1735",29,NA,"","","Fijo",19.47143424,-99.14014382,"2010-07","HTM970217LH4"
"220","HOTEL TURISTA LAS FLORES SA DE CV",647,6259008,"HOTEL TURISTA LAS FLORES",721113,"Moteles","11 a 30 personas","CALLE","DAKOTA","CALLE","ESCOCIA","CALLE","MARTIRES IRLANDESES","CALLE","CALIFORNIA",1909,"","","",NA,"","COLONIA","PARQUE SAN ANDRES","","","",4120,9,"CIUDAD DE MÉXICO",3,"Coyoacán",1,"Coyoacán","164",23,NA,"MOTELLASFLORES@HOTMAIL.COM","","Fijo",19.34861624,-99.14571538,"2010-07","HTF680917579"
"221","HOTEL URUPIN SA DE CV",577,6325282,"HOTEL ROBLE",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","REPUBLICA DE URUGUAY","AVENIDA","JOSE MARIA PINO SUAREZ","CALLE","20 DE NOVIEMBRE","CALLE","REPÚBLICA DEL SALVADOR",109,"","","",NA,"","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","818",17,NA,"","","Fijo",19.42989284,-99.13289595,"2010-07","HUR810904BE1"
"222","HOTEL VIENA SA DE CV",798,6325250,"POSADA VIENA HOTEL",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","MARSELLA","CALLE","DINAMARCA","CALLE","BERLÍN","AVENIDA","CHAPULTEPEC",28,"","POSADA VIENA HOTEL","PLANTA BAJA",0,"SN","COLONIA","JUÁREZ","","","",6600,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","841",14,NA,"RESERVACIONES@POSADAHOTELVIENA.COM","WWW.POSADAVIENAHOTEL.COM","Fijo",19.42619028,-99.15761208,"2010-07","HVI830609FC9"
"223","HOTEL VISTA ALEGRE SA DE CV",680,6324881,"HOTEL VISTA ALEGRE",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALZADA","CALZADA DE GUADALUPE","EJE VIAL","4 NORTE (EUSKARO)","CALLE","JOYAS","CALLE","ESCUELA INDUSTRIAL",594,"","","",NA,"","COLONIA","INDUSTRIAL","","","",7800,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1275",16,NA,"","","Fijo",19.47754637,-99.12023675,"2010-07","HVA911018GR1"
"224","HOTEL VISTA ALEGRE SA DE CV",682,8143337,"HOTEL VISTA ALEGRE",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALZADA","CALZADA DE GUADALUPE","EJE VIAL","4 NORTE (EUSKARO)","CALLE","JOYAS","CALLE","ESCUELA INDUSTRIAL",594,"","","",NA,"","COLONIA","INDUSTRIAL","","","",7800,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1275",16,NA,"HOTELVISTAALEGRE.583@GMAIL.COM","","Fijo",19.47754637,-99.12023675,"2019-11","HVA911018GR1"
"225","HOTEL Y MOTEL SAN MARINO SA DE CV",651,6309529,"HOTEL UNIÓN",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","GOLONDRINAS","CALLE","FAISAN","CALLE","FENIX","CALLE","GAVIOTAS",53,"","","",NA,"","COLONIA","GRANJAS MODERNAS","","","",7460,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1453",6,NA,"","","Fijo",19.48057772,-99.10659557,"2010-07","HMS011129BS0"
"226","HOTEL YALE SA DE CV",697,6259236,"HOTEL YALE",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","EJE VIAL","1 NORTE (MOSQUETA)","EJE VIAL","1 PONIENTE (GUERRERO)","CALLE","GRAL.IGNACIO ZARAGOZA","CALLE","MOCTEZUMA",200,"","","",NA,"","COLONIA","BUENAVISTA","","","",6350,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","502",13,NA,"HOTEL.YALE@GMAIL.COM","","Fijo",19.44524914,-99.14785958,"2010-07","HYA9702127Q1"
"227","HOTEL ZAMORA SA DE CV",698,6259201,"HOTEL ZAMORA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","AVENIDA","5 DE MAYO","CALLE","PALMA","CALLE","PRIMERA CERRADA 5 DE MAYO","CALLE","PRIMERA CERRADA 5 DE MAYO",50,"","EDIFICIO SIN NOMBRE","PISO 1",NA,"","COLONIA","CENTR0","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","771",18,NA,"HOTELZAMORA1@GMAIL.COM","","Fijo",19.43420049,-99.13546877,"2010-07","HZA940801TG6"
"228","HOTEL ZARAGOZA SA DE CV",699,6259235,"HOTEL ZARAGOZA",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CALLE","ZARAGOZA","CALLE","SATURNO","CALLE","ESTRELLA","CALLE","SATURNO",256,"","","",NA,"","COLONIA","BUENAVISTA","","","",6300,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","502",16,NA,"","","Fijo",19.45029022,-99.1477907,"2010-07","HZA970212H2A"
"229","HOTELERA AGRICOLA SA DE CV",339,6324680,"HOTEL HOLLYWOOD",721111,"Hoteles con otros servicios integrados","31 a 50 personas","AVENIDA","CALZADA GENERAL IGNACIO ZARAGOZA","CERRADA","RETORNO 13","PRIVADA","NINGUNO","CALLE","SUR 4",833,"","","",NA,"","COLONIA","AGRÍCOLA ORIENTAL","","","",8500,9,"CIUDAD DE MÉXICO",6,"Iztacalco",1,"Iztacalco","185",9,NA,"HOTELHOLLYWOODDF@HOTMAIL.COM","","Fijo",19.4068756,-99.07451734,"2010-07","HAG990728IE2"
"230","HOTELERA ALPUSA SA DE CV",473,6305076,"HOTEL NEW YORK",721111,"Hoteles con otros servicios integrados","11 a 30 personas","CALLE","TOMÁS ALVA EDISON","CALLE","ALCÁZAR","CALLE","JOSÉ DE EMPARAM","CALLE","IGNACIO MARISCAL",45,"","","",0,"SN","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","714",1,NA,"HOTEL-NEWYORK@HOTMAIL.COM","","Fijo",19.43681818,-99.15162546,"2010-07","HAL761006K38"
"231","HOTELERA AMABLE SA DE CV",703,6258594,"HOTELERA AMABLE",721113,"Moteles","11 a 30 personas","CALZADA","CALZADA DE TLALPAN","CALLE","REFUGIO","CALLE","LAURA","CALLE","LUISA",906,"","","",NA,"","COLONIA","NATIVITAS","","","",3500,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","331",18,NA,"","","Fijo",19.38594957,-99.13894194,"2010-07","HAM041007JP8"
"232","HOTELERA AMBOS MUNDOS SA DE CV",115,6315525,"HOTEL AMBOS MUNDOS",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CIRCUITO","INTERIOR (AVENIDA REVOLUCIÓN)","CALLE","JOSÉ MARTÍ","CALLE","CERRADA JOUBLANC","CONTINUACION","INTERIOR (AVENIDA REVOLUCIÓN)",135,"","","",0,"","COLONIA","TACUBAYA","","","",11870,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1194",15,NA,"AMBOSMUNDOSHOTEL@HOTMAIL.COM","","Fijo",19.40283967,-99.18479767,"2010-07","HAM9303031M2"
"233","HOTELERA ARANJUEZ SA DE CV",126,6317777,"HOTEL ARANJUEZ",721111,"Hoteles con otros servicios integrados","51 a 100 personas","CALZADA","CALZADA DE TLALPAN","VIADUCTO","PRESIDENTE MIGUEL ALEMÁN","CALLE","LA CORUÑA","CALLE","ARAGÓN",413,"","","",0,"","COLONIA","ÁLAMOS","","","",3400,9,"CIUDAD DE MÉXICO",14,"Benito Juárez",1,"Benito Juárez","30",22,NA,"HOTELERAARANJUEZ@HOTMAIL.COM","WWW.HOTELERAARANJUEZ.COM","Fijo",19.40175915,-99.13699322,"2010-07","HAR911127KR0"
"234","HOTELERA ARTES SA",415,6325236,"HOTEL MANALBA",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","MAESTRO ANTONIO CASO","CALLE","VALLARTA","CALLE","IGNACIO RAMÍREZ","CALLE","VALLARTA",23,"","","",0,"SN","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",10,NA,"GERENCIA@HOTELMALBA.COM.MX","","Fijo",19.43401102,-99.15521831,"2010-07","HAR730131M1A"
"235","HOTELERA AZTECA SA DE CV",704,6325294,"HOTELERA AZTECA",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","DOCTOR BARRAGAN","CALLE","DOCTOR J. NAVARRO","CALLE","DOCTOR ILDELFONSO VELASCO","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)",94,"","","",NA,"","COLONIA","DOCTORES","","","",6720,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1036",12,NA,"","","Fijo",19.41955521,-99.14431653,"2010-07","HAZ9403187C7"
"236","HOTELERA AZUL SA DE CV",681,6325256,"HOTEL VISTA ALEGRE",721112,"Hoteles sin otros servicios integrados","0 a 5 personas","CALLE","JOSE JOAQUIN PESADO","CALLE","5 DE FEBRERO","CALZADA","SAN ANTONIO ABAD","CALLE","SEVERO AMADOR",13,"","","",0,"","COLONIA","OBRERA","","","",6800,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","1267",3,NA,"","","Fijo",19.41222503,-99.13643224,"2010-07","HAZ9808105X5"
"237","HOTELERA BAYONA SA DE CV",739,6308246,"MOTEL LA FLOR",721113,"Moteles","11 a 30 personas","AVENIDA","INSURGENTES NORTE","AVENIDA","INSTITUTO POLITECNICO NACIONAL","CALLE","PONIENTE 112","CALLE","PONIENTE 112",1020,"","","",NA,"","COLONIA","CAPULTITLAN","","","",7370,9,"CIUDAD DE MÉXICO",5,"Gustavo A. Madero",1,"Gustavo A. Madero","1400",11,5555175993,"MOTELLAFLOR@PRODIGY.NET.MX","","Fijo",19.4744313,-99.13526743,"2010-07","HBA9506077Q0"
"238","HOTELERA BONN SA DE CV",157,6258211,"HOTEL BONN",721111,"Hoteles con otros servicios integrados","11 a 30 personas","VIADUCTO","18 DE JULIO","CALLE","CERRADA TRÁNSITO","CALZADA","CALZADA DE BECERRA","CALLE","MÁRTIRES DE LA CONQUISTA",45,"","","",NA,"","COLONIA","ESCANDON","","","",11800,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","1207",11,NA,"FCARNEIROLOPEZ@GMAIL.COM","","Fijo",19.39993133,-99.18243408,"2010-07","HBO960430SH8"
"239","HOTELERA CAMARONES SA DE CV",674,6325444,"HOTEL VILLAS COLONIALES",721111,"Hoteles con otros servicios integrados","11 a 30 personas","EJE VIAL","3 NORTE (CALZADA CAMARONES)","PRIVADA","TERCERA PRIVADA TULA","CALLE","SEGUNDA PRIVADA TULA","CALLE","ASPIROS",575,"","","",NA,"","COLONIA","SANTA MARÍA MANINALCO","","","",2050,9,"CIUDAD DE MÉXICO",2,"Azcapotzalco",1,"Azcapotzalco","491",18,NA,"VILLASCOLONIALES@HOTMAIL.COM","","Fijo",19.47453421,-99.18179067,"2010-07","HCA980313KU2"
"240","HOTELERA CAMPO REAL SA DE CV",705,6257991,"HOTELERA CAMPO REAL",721113,"Moteles","31 a 50 personas","AVENIDA","PROLONGACIÓN DIVISIÓN DEL NORTE","CALLE","AVENIDA SAN BERNARDINO","CERRADA","NINGUNO","CALLE","CLAVEL",5171,"","","",NA,"","COLONIA","POTRERO DE SAN BERNARDINO","","","",16030,9,"CIUDAD DE MÉXICO",13,"Xochimilco",1,"Xochimilco","86",11,NA,"HOTELERACAMPOREAL@YAHOO.COM.MX","","Fijo",19.27282412,-99.11948406,"2010-07","HCR910819HF8"
"241","HOTELERA CELTA SA DE CV",664,6325189,"HOTEL VIGO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","EJE VIAL","3 NORTE (CUITLAHUAC)","CALLE","CENTRAL SUR","CALLE","16","CALLE","13",151,"","","",NA,"","COLONIA","PRO HOGAR","","","",2600,9,"CIUDAD DE MÉXICO",2,"Azcapotzalco",1,"Azcapotzalco","400",20,NA,"","","Fijo",19.47324481,-99.15163043,"2010-07","HCE911121N96"
"242","HOTELERA CENTRO HISTORICO SA DE CV",574,6257097,"HOTEL RITZ CIUDAD DE MÉXICO",721111,"Hoteles con otros servicios integrados","101 a 250 personas","CALLE","FRANCISCO I. MADERO","CALLE","FILOMENO MATA","CALLE","BOLÍVAR","CALLE","5 DE MAYO",30,"","","",0,"SN","COLONIA","CENTRO","","","",6000,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","767",2,NA,"CONTABILIDAD@HOTELRITZ.MX","WWW.HOTELRITZ.MX","Fijo",19.43369788,-99.13783857,"2010-07","HCH011221J98"
"243","HOTELERA CHANTADA SA DE CV",364,6325054,"HOTEL KENNEDY",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","AVENIDA","FRAY SERVANDO TERESA DE MIER","CALLE","NICOLAS LEON","CALLE","RETORNO 6 FRAY SERVANDO TERESA DE MIER","CALLE","RETORNO 4 DE NICOLÁS LEÓN",760,"","","",NA,"","COLONIA","JARDIN BALBUENA","","","",15900,9,"CIUDAD DE MÉXICO",17,"Venustiano Carranza",1,"Venustiano Carranza","757",13,NA,"","","Fijo",19.41960538,-99.1099585,"2010-07","HCA900911359"
"244","HOTELERA CIES SA DE CV",201,6325239,"HOTEL CIES",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CALLE","RIO GRIJALVA","CALLE","RIO GUADALQUIVIR","CALLE","RIO EBRO","CALLE","RÍO GUADALQUIVIR",304,"","","",NA,"","COLONIA","CUAHUTEMOC","","","",6500,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","822",20,NA,"","","Fijo",19.43232116,-99.17185646,"2010-07","HCI931125QD2"
"245","HOTELERA COBAS SA DE CV",254,6324998,"HOTEL DURANGO",721112,"Hoteles sin otros servicios integrados","6 a 10 personas","CIRCUITO","INTERIOR (PASEO DE LAS JACARANDAS)","CALLE","POPLE","CALLE","MAPLE","CALLE","TILOS",104,"","","",NA,"","COLONIA","SANTA MARIA INSURGETES","","","",6430,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","61",8,NA,"","","Fijo",19.46364092,-99.14675606,"2010-07","HCO890712KX3"
"246","HOTELERA CONSULADO SA DE CV",217,6325831,"HOTEL CONSULADO",721112,"Hoteles sin otros servicios integrados","11 a 30 personas","CIRCUITO","INTERIOR (CALZADA MELCHOR OCAMPO)","CALLE","XOLOTL","CALLE","NOPALTZIN","CALLE","QUETZALCÓATL",23,"","","",NA,"","COLONIA","TLAXPANA","","","",11370,9,"CIUDAD DE MÉXICO",16,"Miguel Hidalgo",1,"Miguel Hidalgo","213",8,NA,"","","Fijo",19.44212141,-99.16677943,"2010-07","HCO860605JQA"
"247","HOTELERA CORINTO SA DE CV",222,6304142,"HOTEL CORINTO",721111,"Hoteles con otros servicios integrados","31 a 50 personas","CALLE","IGNACIO L. VALLARTA","CALLE","PRIVADA VALLARTA","CALLE","MAESTRO ANTONIO CASO","CALLE","IGNACIO RAMÍREZ",24,"","","",0,"SN","COLONIA","TABACALERA","","","",6030,9,"CIUDAD DE MÉXICO",15,"Cuauhtémoc",1,"Cuauhtémoc","070A",10,NA,"GERENCIA@CORINTO.COM.MX","","Fijo",19.43430883,-99.15564537,"2010-07","HCO701202CW6"
